CustomerID,TotalSpend,NumOrders,AvgOrderValue,RecencyDays
12569.0,4064.9900000000002,35,116.14257142857143,1
12571.0,519.61,2,259.805,39
12572.0,1004.72,3,334.9066666666667,8
12573.0,160.54000000000002,1,160.54000000000002,226
12574.0,218.45,1,218.45,315
12576.0,1306.98,6,217.83,35
12577.0,595.4,4,148.85,34
12578.0,2753.36,4,688.34,20
12579.0,410.72,3,136.90666666666667,72
12580.0,415.7,1,415.7,246
12581.0,197.71,1,197.71,39
12582.0,511.36,2,255.68,238
12583.0,7187.34,18,399.2966666666667,2
12584.0,1893.95,18,105.21944444444445,3
12585.0,1982.81,4,495.7025,233
12586.0,179.94000000000003,2,89.97000000000001,16
12587.0,144.0,1,144.0,7
12588.0,214.89999999999998,1,214.89999999999998,38
12589.0,646.68,2,323.34,28
12590.0,9861.38,3,3287.1266666666666,189
12591.0,452.84999999999997,1,452.84999999999997,316
12592.0,437.6,2,218.8,91
12593.0,418.09999999999997,3,139.36666666666665,108
12594.0,3320.2200000000003,11,301.83818181818185,37
12596.0,618.27,2,309.135,50
12597.0,3683.13,5,736.626,18
12598.0,3002.68,9,333.63111111111107,9
12599.0,1032.58,7,147.51142857142855,28
12600.0,2581.04,11,234.64,28
12601.0,569.5600000000001,6,94.92666666666668,189
12602.0,153.12,1,153.12,58
12603.0,739.1999999999999,1,739.1999999999999,21
12604.0,254.18,2,127.09,78
12605.0,-7.5,1,-7.5,364
12607.0,3.552713678800501e-15,2,1.7763568394002505e-15,57
12609.0,1126.85,3,375.6166666666666,77
12610.0,2057.99,7,293.9985714285714,22
12611.0,1193.32,1,1193.32,51
12612.0,643.59,2,321.795,57
12613.0,3218.98,6,536.4966666666667,30
12614.0,315.6,1,315.6,277
12615.0,2291.19,4,572.7975,1
12616.0,657.25,5,131.45,84
12617.0,355.53,1,355.53,28
12618.0,177.31,1,177.31,21
12619.0,3214.81,13,247.2930769230769,15
12620.0,1339.41,3,446.47,14
12621.0,13612.07,23,591.8291304347825,1
12622.0,180.1,1,180.1,231
12623.0,305.1,1,305.1,275
12624.0,641.13,2,320.565,105
12625.0,2614.32,3,871.44,211
12626.0,6388.35,13,491.4115384615385,22
12627.0,4478.53,7,639.79,10
12628.0,769.61,4,192.4025,3
12630.0,1270.88,2,635.44,9
12631.0,640.5,1,640.5,56
12633.0,2140.63,5,428.12600000000003,58
12635.0,1689.18,2,844.59,89
12637.0,5953.25,10,595.325,66
12638.0,671.69,1,671.69,32
12639.0,486.1,1,486.1,238
12640.0,1174.58,3,391.52666666666664,23
12641.0,185.9,1,185.9,114
12642.0,1013.26,3,337.75333333333333,24
12643.0,3344.64,6,557.4399999999999,127
12644.0,477.91,1,477.91,129
12645.0,1755.38,5,351.076,33
12646.0,1346.97,2,673.485,4
12647.0,3669.92,13,282.3015384615385,21
12648.0,318.05,1,318.05,154
12649.0,603.71,4,150.9275,106
12650.0,314.44,1,314.44,2
12651.0,114.0,1,114.0,334
12652.0,914.53,2,457.265,321
12653.0,2209.85,2,1104.925,148
12654.0,601.98,5,120.396,10
12656.0,3982.72,8,497.84,16
12657.0,1152.06,5,230.41199999999998,10
12658.0,686.05,1,686.05,18
12659.0,91.68,1,91.68,29
12660.0,245.1,1,245.1,10
12662.0,3817.08,12,318.09,0
12664.0,4863.88,10,486.38800000000003,7
12665.0,61.75,2,30.875,324
12666.0,-227.44,1,-227.44,358
12667.0,620.13,1,620.13,57
12668.0,3743.18,6,623.8633333333333,6
12669.0,1607.73,4,401.9325,150
12670.0,2986.15,6,497.69166666666666,9
12672.0,225.89999999999998,1,225.89999999999998,329
12673.0,610.52,2,305.26,4
12674.0,1919.31,7,274.1871428571429,11
12676.0,1331.39,6,221.89833333333334,24
12678.0,17588.26,13,1352.943076923077,41
12679.0,1058.67,9,117.63000000000001,51
12680.0,862.81,4,215.7025,0
12681.0,13677.59,27,506.5774074074074,14
12682.0,12288.22,31,396.3941935483871,3
12683.0,8221.09,20,411.0545,3
12684.0,2283.63,7,326.23285714285714,7
12685.0,2863.08,6,477.18,27
12686.0,89.14,1,89.14,371
12688.0,4873.8099999999995,1,4873.8099999999995,113
12689.0,1247.61,2,623.805,25
12690.0,389.01,1,389.01,205
12691.0,1035.8,6,172.63333333333333,27
12693.0,830.96,6,138.49333333333334,120
12694.0,869.67,2,434.835,69
12695.0,582.1,4,145.525,6
12697.0,939.02,5,187.804,20
12700.0,4867.99,6,811.3316666666666,7
12701.0,797.71,2,398.855,79
12702.0,219.0,1,219.0,19
12703.0,274.7,2,137.35,63
12704.0,2220.84,10,222.084,6
12705.0,6814.24,14,486.7314285714286,14
12707.0,603.42,1,603.42,291
12708.0,2616.32,16,163.52,29
12709.0,9294.1,26,357.4653846153846,2
12710.0,1130.57,4,282.6425,96
12712.0,4241.63,17,249.50764705882352,22
12713.0,848.55,1,848.55,0
12714.0,4708.86,5,941.7719999999999,8
12715.0,353.86,1,353.86,105
12716.0,1053.49,2,526.745,3
12717.0,980.98,3,326.99333333333334,150
12718.0,238.25,1,238.25,70
12719.0,608.1,3,202.70000000000002,4
12720.0,5713.28,29,197.00965517241377,2
12721.0,2628.98,7,375.56857142857143,31
12722.0,904.33,6,150.72166666666666,84
12723.0,725.07,5,145.014,3
12724.0,1031.41,4,257.8525,4
12725.0,427.8,1,427.8,370
12726.0,2609.1,7,372.7285714285714,27
12727.0,3947.7,9,438.6333333333333,10
12728.0,836.33,4,209.0825,70
12729.0,453.01,1,453.01,113
12731.0,18793.41,14,1342.3864285714285,23
12732.0,236.26000000000002,1,236.26000000000002,179
12733.0,383.95,1,383.95,233
12734.0,110.39999999999999,1,110.39999999999999,352
12735.0,779.5699999999999,2,389.78499999999997,314
12736.0,234.0,1,234.0,332
12738.0,155.35,1,155.35,371
12739.0,1013.04,2,506.52,77
12740.0,427.6,1,427.6,63
12743.0,546.43,2,273.215,133
12744.0,9120.39,10,912.039,51
12747.0,4196.01,11,381.4554545454546,1
12748.0,29072.1,224,129.7861607142857,0
12749.0,3868.2,8,483.525,3
12750.0,275.88,1,275.88,128
12752.0,4366.78,1,4366.78,80
12753.0,21024.01,11,1911.2736363636361,3
12754.0,2949.12,5,589.824,235
12755.0,2203.2,4,550.8,249
12756.0,112.07999999999998,1,112.07999999999998,86
12757.0,4227.7,19,222.51052631578946,15
12758.0,2791.59,2,1395.795,116
12759.0,1531.44,3,510.48,51
12762.0,1898.52,2,949.26,7
12763.0,494.08,2,247.04,137
12764.0,1693.88,1,1693.88,316
12766.0,6989.63,7,998.5185714285715,3
12769.0,1143.6,1,1143.6,238
12770.0,1351.45,1,1351.45,210
12772.0,892.47,1,892.47,59
12775.0,1351.24,6,225.20666666666668,16
12778.0,804.23,7,114.89,19
12779.0,3868.7,12,322.39166666666665,20
12781.0,707.72,5,141.544,20
12782.0,2273.32,6,378.8866666666667,4
12783.0,1603.87,8,200.48375,1
12784.0,574.42,2,287.21,8
12785.0,305.71,2,152.855,2
12787.0,463.66,3,154.55333333333334,9
12789.0,91.85,1,91.85,64
12790.0,324.92,1,324.92,191
12791.0,192.60000000000002,1,192.60000000000002,373
12792.0,400.53999999999996,1,400.53999999999996,256
12793.0,545.48,2,272.74,334
12794.0,860.41,2,430.205,52
12795.0,430.48,1,430.48,18
12797.0,194.18,3,64.72666666666667,359
12798.0,6977.04,3,2325.68,9
12802.0,412.58,2,206.29,183
12808.0,483.65000000000003,3,161.21666666666667,36
12809.0,484.36,2,242.18,167
12811.0,514.85,3,171.61666666666667,260
12812.0,229.64000000000001,1,229.64000000000001,44
12814.0,125.92,1,125.92,101
12815.0,1063.46,2,531.73,147
12816.0,572.2,2,286.1,95
12817.0,166.04,1,166.04,280
12818.0,1517.88,2,758.94,177
12820.0,942.34,4,235.585,2
12821.0,92.72,1,92.72,213
12822.0,918.98,3,306.32666666666665,70
12823.0,1759.5,5,351.9,74
12824.0,397.12,1,397.12,59
12826.0,1468.1200000000001,8,183.51500000000001,2
12827.0,430.15000000000003,3,143.38333333333335,5
12828.0,1018.71,6,169.785,2
12829.0,253.05,3,84.35000000000001,321
12830.0,6748.4,7,964.0571428571428,37
12831.0,215.05,1,215.05,261
12832.0,383.03,2,191.515,31
12833.0,417.38,1,417.38,144
12834.0,312.38,1,312.38,282
12836.0,2612.86,4,653.215,58
12837.0,134.1,1,134.1,172
12838.0,683.13,2,341.565,33
12839.0,5583.62,16,348.97625,2
12840.0,2714.27,6,452.37833333333333,143
12841.0,3876.4,26,149.09230769230768,4
12842.0,1118.99,2,559.495,69
12843.0,1680.76,9,186.7511111111111,65
12844.0,325.96000000000004,2,162.98000000000002,28
12845.0,354.09,4,88.5225,266
12847.0,871.54,1,871.54,21
12849.0,1050.8899999999999,2,525.4449999999999,30
12851.0,135.18,1,135.18,96
12852.0,299.75,2,149.875,289
12853.0,1881.7,9,209.07777777777778,107
12854.0,1289.15,5,257.83000000000004,78
12855.0,38.1,1,38.1,372
12856.0,2162.68,8,270.335,7
12857.0,1106.4,2,553.2,210
12863.0,504.2,2,252.1,51
12864.0,147.12,1,147.12,137
12865.0,1548.07,3,516.0233333333333,25
12866.0,559.12,1,559.12,282
12867.0,3986.22,10,398.62199999999996,25
12868.0,1607.0600000000002,6,267.84333333333336,185
12870.0,-14.899999999999999,1,-14.899999999999999,365
12871.0,380.64,2,190.32,83
12872.0,599.97,2,299.985,326
12873.0,374.0,1,374.0,281
12875.0,343.2300000000001,2,171.61500000000004,142
12876.0,2218.02,2,1109.01,57
12877.0,1535.77,12,127.98083333333334,3
12878.0,841.64,3,280.5466666666667,17
12879.0,552.5699999999999,4,138.14249999999998,44
12881.0,298.0,1,298.0,275
12882.0,1463.04,2,731.52,8
12883.0,703.47,4,175.8675,24
12884.0,309.05,1,309.05,87
12885.0,1158.27,4,289.5675,62
12886.0,1351.09,3,450.3633333333333,67
12888.0,313.77,4,78.4425,213
12890.0,380.46999999999997,1,380.46999999999997,23
12891.0,331.0,3,110.33333333333333,185
12893.0,188.14,1,188.14,30
12895.0,347.3,3,115.76666666666667,41
12897.0,216.5,2,108.25,204
12901.0,16293.1,36,452.5861111111111,8
12902.0,138.68,1,138.68,264
12904.0,509.58,2,254.79,17
12906.0,2919.81,5,583.962,11
12908.0,246.0,4,61.5,58
12909.0,2128.83,8,266.10375,39
12910.0,3075.04,8,384.38,22
12912.0,1662.3,5,332.46,2
12913.0,2483.63,5,496.726,4
12915.0,363.65,2,181.825,148
12916.0,2982.35,5,596.47,138
12917.0,594.0,1,594.0,127
12919.0,1301.44,8,162.68,7
12920.0,164.23,1,164.23,16
12921.0,16389.74,50,327.7948,3
12922.0,405.38,1,405.38,160
12923.0,176.97,1,176.97,63
12924.0,929.95,5,185.99,87
12925.0,694.05,2,347.025,4
12928.0,2062.7000000000003,5,412.5400000000001,34
12929.0,105.1,2,52.55,121
12930.0,409.9,4,102.475,77
12931.0,33462.81,20,1673.1405,21
12933.0,606.28,4,151.57,23
12935.0,2156.45,8,269.55625,1
12936.0,1012.9,5,202.57999999999998,16
12937.0,1504.27,4,376.0675,14
12938.0,114.14,1,114.14,25
12939.0,11581.8,8,1447.725,63
12940.0,876.29,4,219.0725,45
12942.0,683.9,3,227.96666666666667,130
12943.0,-3.75,1,-3.75,300
12944.0,604.51,2,302.255,35
12945.0,462.95,1,462.95,287
12947.0,1407.29,11,127.93545454545455,143
12948.0,2053.7,8,256.7125,15
12949.0,4143.02,10,414.302,30
12950.0,1843.0,3,614.3333333333334,1
12951.0,1042.07,8,130.25875,8
12952.0,1382.8400000000001,5,276.56800000000004,5
12953.0,329.85,1,329.85,9
12955.0,4734.26,14,338.1614285714286,0
12956.0,108.07,1,108.07,305
12957.0,3979.04,12,331.58666666666664,3
12962.0,266.39,2,133.195,6
12963.0,1841.03,9,204.55888888888887,7
12965.0,771.91,1,771.91,88
12966.0,160.18,1,160.18,9
12967.0,1194.75,4,298.6875,2
12968.0,135.95,1,135.95,111
12970.0,452.24,4,113.06,6
12971.0,10930.26,89,122.81191011235956,3
12974.0,144.8,1,144.8,197
12976.0,738.6,1,738.6,211
12977.0,39.239999999999995,1,39.239999999999995,155
12980.0,7092.06,12,591.005,155
12981.0,372.21999999999997,2,186.10999999999999,29
12982.0,377.2,2,188.6,239
12984.0,97.5,1,97.5,18
12985.0,1215.6200000000001,3,405.2066666666667,0
12987.0,545.0,3,181.66666666666666,73
12988.0,535.32,1,535.32,291
12989.0,6854.51,19,360.7636842105263,2
12990.0,409.5,3,136.5,30
12991.0,503.76,2,251.88,22
12993.0,414.76,4,103.69,22
12994.0,902.22,5,180.44400000000002,3
12995.0,200.72,2,100.36,77
12997.0,1197.94,7,171.1342857142857,21
12999.0,455.88,3,151.96,195
13000.0,534.85,3,178.28333333333333,106
13001.0,9797.92,15,653.1946666666666,3
13002.0,120.94999999999999,1,120.94999999999999,317
13003.0,149.05,3,49.68333333333334,105
13004.0,5613.43,22,255.1559090909091,11
13005.0,468.95,3,156.31666666666666,173
13006.0,81.57,1,81.57,55
13008.0,178.46999999999997,2,89.23499999999999,322
13011.0,50.550000000000004,1,50.550000000000004,371
13012.0,1311.6200000000001,11,119.23818181818183,8
13013.0,4786.99,15,319.13266666666664,0
13014.0,3365.43,16,210.339375,2
13015.0,3346.28,5,669.2560000000001,52
13016.0,789.89,3,263.2966666666667,72
13017.0,204.0,1,204.0,6
13018.0,7272.75,29,250.7844827586207,15
13021.0,2584.4,12,215.36666666666667,3
13023.0,689.9,2,344.95,63
13026.0,936.15,8,117.01875,0
13027.0,6912.0,6,1152.0,113
13028.0,659.68,3,219.89333333333332,22
13029.0,1247.5,3,415.8333333333333,30
13030.0,799.48,2,399.74,10
13032.0,996.52,3,332.17333333333335,38
13033.0,190.55,1,190.55,356
13034.0,642.77,2,321.385,54
13035.0,886.63,3,295.54333333333335,57
13037.0,881.07,3,293.69,137
13038.0,908.46,3,302.82,79
13040.0,676.99,2,338.495,8
13043.0,471.57,2,235.785,253
13044.0,560.47,1,560.47,290
13045.0,305.28000000000003,1,305.28000000000003,98
13046.0,629.31,2,314.655,30
13047.0,3079.1,18,171.0611111111111,31
13048.0,1805.91,5,361.182,13
13049.0,656.6800000000001,2,328.34000000000003,63
13050.0,5684.61,28,203.0217857142857,8
13052.0,348.15000000000003,1,348.15000000000003,211
13055.0,1201.96,4,300.49,63
13058.0,271.40000000000003,3,90.46666666666668,24
13059.0,183.4,1,183.4,249
13060.0,307.53,1,307.53,253
13061.0,248.61,1,248.61,71
13062.0,346.98,1,346.98,190
13064.0,1119.49,4,279.8725,12
13065.0,205.86,1,205.86,372
13066.0,430.9,3,143.63333333333333,23
13067.0,115.46000000000001,1,115.46000000000001,81
13068.0,344.0,2,172.0,9
13069.0,3717.82,27,137.69703703703703,0
13070.0,228.8,1,228.8,191
13072.0,177.15,1,177.15,266
13075.0,919.61,1,919.61,129
13077.0,729.27,4,182.3175,0
13078.0,12432.28,43,289.1227906976744,0
13079.0,220.10000000000002,5,44.02,3
13080.0,58.08,1,58.08,178
13081.0,27964.48,21,1331.6419047619047,0
13082.0,3595.48,10,359.548,125
13083.0,303.75,2,151.875,3
13085.0,272.38,3,90.79333333333334,157
13089.0,57385.88,118,486.3210169491525,2
13090.0,8689.39,18,482.7438888888889,8
13091.0,319.82,2,159.91,20
13092.0,459.83,6,76.63833333333334,70
13093.0,7741.47,13,595.4976923076923,266
13094.0,1708.8600000000001,16,106.80375000000001,20
13095.0,74.39999999999999,1,74.39999999999999,70
13097.0,5893.32,14,420.95142857142855,32
13098.0,28658.88,41,698.9970731707317,0
13099.0,207.35999999999999,1,207.35999999999999,98
13101.0,101.19,1,101.19,233
13102.0,6336.29,27,234.6774074074074,0
13103.0,243.94,1,243.94,39
13104.0,1098.48,6,183.08,2
13106.0,59.5,2,29.75,128
13107.0,1524.07,5,304.81399999999996,43
13108.0,350.06,1,350.06,372
13109.0,766.84,5,153.368,2
13110.0,1452.8700000000001,8,181.60875000000001,30
13113.0,10510.0,40,262.75,0
13115.0,2205.63,14,157.54500000000002,8
13116.0,485.19,2,242.595,116
13117.0,984.91,8,123.11375,21
13118.0,1125.0,7,160.71428571428572,19
13120.0,30.599999999999998,1,30.599999999999998,238
13121.0,254.73,2,127.365,268
13122.0,922.39,2,461.195,93
13124.0,3866.33,3,1288.7766666666666,89
13126.0,2056.29,10,205.629,4
13127.0,259.17,1,259.17,77
13130.0,64.0,1,64.0,93
13131.0,1039.3,4,259.825,22
13132.0,77.3,1,77.3,261
13133.0,109.8,2,54.9,273
13134.0,1740.63,7,248.6614285714286,72
13135.0,3096.0,1,3096.0,196
13136.0,2545.38,11,231.39818181818183,49
13137.0,3605.08,9,400.56444444444446,10
13138.0,962.39,6,160.39833333333334,21
13139.0,5055.79,8,631.97375,15
13140.0,423.72,3,141.24,107
13141.0,2385.8,6,397.6333333333334,84
13142.0,307.09,1,307.09,18
13144.0,110.95,1,110.95,332
13145.0,614.77,5,122.954,39
13146.0,228.91,1,228.91,25
13147.0,712.8000000000001,4,178.20000000000002,9
13148.0,3348.48,17,196.96941176470588,28
13149.0,1676.06,4,419.015,13
13151.0,1250.3700000000001,2,625.1850000000001,202
13153.0,486.22,1,486.22,5
13154.0,-611.86,1,-611.86,143
13155.0,971.76,4,242.94,32
13157.0,1721.57,5,344.31399999999996,48
13158.0,1201.06,4,300.265,94
13159.0,1379.75,5,275.95,8
13160.0,91.8,1,91.8,21
13161.0,112.75,1,112.75,312
13162.0,1644.99,5,328.998,121
13165.0,1021.48,2,510.74,45
13166.0,414.7,2,207.35,281
13167.0,791.33,4,197.8325,18
13168.0,1310.14,5,262.028,35
13169.0,712.88,2,356.44,63
13170.0,116.00999999999999,1,116.00999999999999,26
13171.0,426.81,5,85.362,7
13173.0,353.65,2,176.825,3
13174.0,2817.03,3,939.0100000000001,15
13176.0,492.84,1,492.84,45
13177.0,282.45,1,282.45,64
13178.0,5725.47,11,520.4972727272727,25
13182.0,121.18,1,121.18,44
13183.0,3957.78,9,439.75333333333333,7
13184.0,1648.79,12,137.39916666666667,14
13185.0,71.4,1,71.4,267
13186.0,1539.69,5,307.938,39
13187.0,236.02,1,236.02,336
13188.0,114.60000000000001,1,114.60000000000001,10
13189.0,260.68,2,130.34,18
13192.0,911.94,2,455.97,94
13193.0,117.88,1,117.88,60
13194.0,60.7,1,60.7,135
13196.0,1797.78,4,449.445,10
13198.0,3384.09,8,423.01125,9
13199.0,9803.96,39,251.3835897435897,3
13200.0,870.09,4,217.5225,18
13203.0,869.46,4,217.365,9
13207.0,250.26000000000002,2,125.13000000000001,14
13208.0,1205.9,7,172.27142857142857,58
13209.0,5820.16,11,529.1054545454546,29
13210.0,353.48,1,353.48,93
13211.0,1197.42,3,399.14000000000004,9
13212.0,780.58,4,195.145,8
13213.0,1518.43,6,253.0716666666667,56
13216.0,333.74,1,333.74,267
13217.0,133.62,5,26.724,121
13218.0,62.63999999999999,1,62.63999999999999,126
13220.0,819.2900000000001,4,204.82250000000002,77
13221.0,847.41,2,423.705,239
13223.0,163.20000000000002,2,81.60000000000001,199
13224.0,2150.85,3,716.9499999999999,59
13225.0,6083.04,8,760.38,2
13226.0,108.21000000000001,1,108.21000000000001,272
13227.0,257.7,1,257.7,201
13228.0,358.0,1,358.0,80
13229.0,160.95,1,160.95,225
13230.0,2763.41,15,184.22733333333332,3
13232.0,1357.6,7,193.94285714285712,12
13233.0,605.12,2,302.56,73
13235.0,101.17000000000007,2,50.585000000000036,211
13236.0,727.27,3,242.42333333333332,24
13238.0,680.83,5,136.166,10
13239.0,329.56,1,329.56,261
13240.0,663.65,4,165.9125,95
13242.0,270.40000000000003,3,90.13333333333334,111
13243.0,600.07,1,600.07,202
13244.0,121.74000000000001,1,121.74000000000001,92
13245.0,430.5,1,430.5,50
13246.0,1922.1,7,274.5857142857143,17
13247.0,501.12,4,125.28,17
13248.0,465.68,2,232.84,124
13249.0,711.41,3,237.13666666666666,91
13253.0,1030.4,2,515.2,156
13255.0,390.66,3,130.22,3
13256.0,0.0,1,0.0,13
13258.0,698.58,3,232.86,11
13259.0,292.32,1,292.32,61
13260.0,557.62,1,557.62,60
13261.0,944.1,2,472.05,268
13262.0,200.29,1,200.29,262
13263.0,7454.07,35,212.97342857142857,0
13265.0,2107.66,5,421.532,52
13266.0,3717.67,19,195.66684210526316,10
13267.0,4404.44,27,163.1274074074074,2
13268.0,3167.64,15,211.176,17
13269.0,5315.92,17,312.7011764705882,0
13270.0,590.0,1,590.0,365
13271.0,178.26,2,89.13,36
13272.0,276.56,2,138.28,30
13273.0,138.98,1,138.98,112
13276.0,590.9300000000001,2,295.46500000000003,63
13277.0,258.4,4,64.6,15
13278.0,542.73,1,542.73,40
