CustomerID,TotalSpend,NumOrders,AvgOrderValue,RecencyDays,Cluster
12451.0,8933.52,6,1488.92,10,0
12452.0,428.57,3,142.85666666666665,16,0
12453.0,707.09,1,707.09,133,0
12454.0,5.684341886080802e-14,2,2.842170943040401e-14,52,0
12455.0,2466.86,6,411.1433333333334,72,0
12456.0,3153.89,4,788.4725,43,0
12457.0,1917.78,12,159.815,57,0
12458.0,947.4,2,473.7,70,0
12461.0,826.88,2,413.44,93,0
12462.0,1124.01,4,281.0025,1,0
12463.0,1303.63,7,186.23285714285717,45,0
12464.0,1212.05,8,151.50625,9,0
12465.0,733.89,3,244.63,7,0
12468.0,724.0400000000001,3,241.3466666666667,142,1
12471.0,18740.92,49,382.46775510204077,1,3
12472.0,6229.48,13,479.1907692307692,30,0
12473.0,2848.23,9,316.47,28,0
12474.0,7116.47,30,237.21566666666666,16,0
12475.0,723.38,1,723.38,53,0
12476.0,6546.58,20,327.329,0,0
12477.0,13117.01,9,1457.4455555555555,22,0
12478.0,680.99,1,680.99,3,0
12479.0,477.3,3,159.1,3,0
12480.0,3281.63,4,820.4075,27,0
12481.0,5590.86,11,508.26,22,0
12483.0,2327.13,13,179.01000000000002,16,0
12484.0,4495.27,8,561.90875,32,0
12488.0,1298.66,3,432.8866666666667,9,0
12489.0,334.93,1,334.93,335,1
12490.0,5417.93,10,541.793,4,0
12491.0,460.40000000000003,1,460.40000000000003,38,0
12492.0,263.21000000000004,2,131.60500000000002,62,0
12493.0,416.79,3,138.93,165,1
12494.0,1139.3500000000001,13,87.6423076923077,9,0
12497.0,1043.1,1,1043.1,81,0
12498.0,403.70000000000005,3,134.5666666666667,20,0
12500.0,4206.27,13,323.5592307692308,22,0
12501.0,2089.68,2,1044.84,314,1
12502.0,3723.87,5,744.774,95,0
12503.0,-1126.0,1,-1126.0,337,1
12504.0,114.0,4,28.5,17,0
12505.0,-4.5,1,-4.5,300,1
12506.0,73.5,1,73.5,232,1
12507.0,1258.06,4,314.515,133,0
12508.0,398.27,2,199.135,25,0
12509.0,176.5,1,176.5,283,1
12510.0,982.5699999999999,2,491.28499999999997,142,0
12512.0,138.03,2,69.015,65,0
12513.0,586.79,2,293.395,84,0
12514.0,1017.68,1,1017.68,266,1
12515.0,383.7,1,383.7,352,1
12516.0,1312.06,2,656.03,77,0
12517.0,2464.89,6,410.815,27,0
12518.0,2056.89,5,411.378,0,0
12519.0,340.84,1,340.84,63,0
12520.0,2582.51,6,430.41833333333335,78,0
12521.0,599.68,1,599.68,142,0
12522.0,192.72,2,96.36,38,0
12523.0,1745.57,13,134.27461538461537,1,0
12524.0,4485.72,8,560.715,8,0
12526.0,1316.66,3,438.8866666666667,0,0
12527.0,348.71000000000004,3,116.23666666666668,81,0
12528.0,1922.28,8,240.285,8,0
12530.0,1623.63,5,324.726,59,0
12531.0,125.22,1,125.22,14,0
12532.0,349.83000000000004,1,349.83000000000004,29,0
12534.0,1089.18,1,1089.18,130,0
12535.0,716.35,2,358.175,91,0
12536.0,4106.82,5,821.3639999999999,7,0
12538.0,363.95,1,363.95,28,0
12539.0,3852.5,5,770.5,21,0
12540.0,13309.039999999999,19,700.4757894736841,19,0
12541.0,981.18,3,327.06,29,0
12544.0,355.7,2,177.85,29,0
12545.0,1000.39,2,500.195,74,0
12546.0,1141.5,3,380.5,46,0
12547.0,207.79999999999998,2,103.89999999999999,197,1
12548.0,95.19999999999999,1,95.19999999999999,165,1
12550.0,964.83,1,964.83,78,0
12551.0,168.0,1,168.0,357,1
12552.0,437.82,2,218.91,38,0
12553.0,3652.25,14,260.875,7,0
12556.0,603.71,2,301.855,49,0
12557.0,11990.960000000001,5,2398.192,15,0
12558.0,1.0658141036401503e-14,2,5.329070518200751e-15,1,0
12559.0,536.21,3,178.73666666666668,310,1
12560.0,2101.39,4,525.3475,4,0
12561.0,238.85,1,238.85,302,1
12562.0,3781.7400000000002,7,540.2485714285715,7,0
12564.0,456.9,1,456.9,260,1
12565.0,131.17,2,65.585,281,1
12566.0,346.7,2,173.35,72,0
12567.0,9114.94,11,828.6309090909091,22,0
12569.0,4064.9900000000002,35,116.14257142857143,1,0
12571.0,519.61,2,259.805,39,0
12572.0,1004.72,3,334.9066666666667,8,0
12573.0,160.54000000000002,1,160.54000000000002,226,1
12574.0,218.45,1,218.45,315,1
12576.0,1306.98,6,217.83,35,0
12577.0,595.4,4,148.85,34,0
12578.0,2753.36,4,688.34,20,0
12579.0,410.72,3,136.90666666666667,72,0
12580.0,415.7,1,415.7,246,1
12581.0,197.71,1,197.71,39,0
12582.0,511.36,2,255.68,238,1
12583.0,7187.34,18,399.2966666666667,2,0
12584.0,1893.95,18,105.21944444444445,3,0
12585.0,1982.81,4,495.7025,233,1
12586.0,179.94000000000003,2,89.97000000000001,16,0
12587.0,144.0,1,144.0,7,0
12588.0,214.89999999999998,1,214.89999999999998,38,0
12589.0,646.68,2,323.34,28,0
12590.0,9861.38,3,3287.1266666666666,189,0
12591.0,452.84999999999997,1,452.84999999999997,316,1
12592.0,437.6,2,218.8,91,0
12593.0,418.09999999999997,3,139.36666666666665,108,0
12594.0,3320.2200000000003,11,301.83818181818185,37,0
12596.0,618.27,2,309.135,50,0
12597.0,3683.13,5,736.626,18,0
12598.0,3002.68,9,333.63111111111107,9,0
12599.0,1032.58,7,147.51142857142855,28,0
12600.0,2581.04,11,234.64,28,0
12601.0,569.5600000000001,6,94.92666666666668,189,1
12602.0,153.12,1,153.12,58,0
12603.0,739.1999999999999,1,739.1999999999999,21,0
12604.0,254.18,2,127.09,78,0
12605.0,-7.5,1,-7.5,364,1
12607.0,3.552713678800501e-15,2,1.7763568394002505e-15,57,0
12609.0,1126.85,3,375.6166666666666,77,0
12610.0,2057.99,7,293.9985714285714,22,0
12611.0,1193.32,1,1193.32,51,0
12612.0,643.59,2,321.795,57,0
12613.0,3218.98,6,536.4966666666667,30,0
12614.0,315.6,1,315.6,277,1
12615.0,2291.19,4,572.7975,1,0
12616.0,657.25,5,131.45,84,0
12617.0,355.53,1,355.53,28,0
12618.0,177.31,1,177.31,21,0
12619.0,3214.81,13,247.2930769230769,15,0
12620.0,1339.41,3,446.47,14,0
12621.0,13612.07,23,591.8291304347825,1,0
12622.0,180.1,1,180.1,231,1
12623.0,305.1,1,305.1,275,1
12624.0,641.13,2,320.565,105,0
12625.0,2614.32,3,871.44,211,1
12626.0,6388.35,13,491.4115384615385,22,0
12627.0,4478.53,7,639.79,10,0
12628.0,769.61,4,192.4025,3,0
12630.0,1270.88,2,635.44,9,0
12631.0,640.5,1,640.5,56,0
12633.0,2140.63,5,428.12600000000003,58,0
12635.0,1689.18,2,844.59,89,0
12637.0,5953.25,10,595.325,66,0
12638.0,671.69,1,671.69,32,0
12639.0,486.1,1,486.1,238,1
12640.0,1174.58,3,391.52666666666664,23,0
12641.0,185.9,1,185.9,114,0
12642.0,1013.26,3,337.75333333333333,24,0
12643.0,3344.64,6,557.4399999999999,127,0
12644.0,477.91,1,477.91,129,0
12645.0,1755.38,5,351.076,33,0
12646.0,1346.97,2,673.485,4,0
12647.0,3669.92,13,282.3015384615385,21,0
12648.0,318.05,1,318.05,154,1
12649.0,603.71,4,150.9275,106,0
12650.0,314.44,1,314.44,2,0
12651.0,114.0,1,114.0,334,1
12652.0,914.53,2,457.265,321,1
12653.0,2209.85,2,1104.925,148,0
12654.0,601.98,5,120.396,10,0
12656.0,3982.72,8,497.84,16,0
12657.0,1152.06,5,230.41199999999998,10,0
12658.0,686.05,1,686.05,18,0
12659.0,91.68,1,91.68,29,0
12660.0,245.1,1,245.1,10,0
12662.0,3817.08,12,318.09,0,0
12664.0,4863.88,10,486.38800000000003,7,0
12665.0,61.75,2,30.875,324,1
12666.0,-227.44,1,-227.44,358,1
12667.0,620.13,1,620.13,57,0
12668.0,3743.18,6,623.8633333333333,6,0
12669.0,1607.73,4,401.9325,150,1
12670.0,2986.15,6,497.69166666666666,9,0
12672.0,225.89999999999998,1,225.89999999999998,329,1
12673.0,610.52,2,305.26,4,0
12674.0,1919.31,7,274.1871428571429,11,0
12676.0,1331.39,6,221.89833333333334,24,0
12678.0,17588.26,13,1352.943076923077,41,0
12679.0,1058.67,9,117.63000000000001,51,0
12680.0,862.81,4,215.7025,0,0
12681.0,13677.59,27,506.5774074074074,14,0
12682.0,12288.22,31,396.3941935483871,3,0
12683.0,8221.09,20,411.0545,3,0
12684.0,2283.63,7,326.23285714285714,7,0
12685.0,2863.08,6,477.18,27,0
12686.0,89.14,1,89.14,371,1
12688.0,4873.8099999999995,1,4873.8099999999995,113,0
12689.0,1247.61,2,623.805,25,0
12690.0,389.01,1,389.01,205,1
12691.0,1035.8,6,172.63333333333333,27,0
12693.0,830.96,6,138.49333333333334,120,0
12694.0,869.67,2,434.835,69,0
12695.0,582.1,4,145.525,6,0
12697.0,939.02,5,187.804,20,0
12700.0,4867.99,6,811.3316666666666,7,0
12701.0,797.71,2,398.855,79,0
12702.0,219.0,1,219.0,19,0
12703.0,274.7,2,137.35,63,0
12704.0,2220.84,10,222.084,6,0
12705.0,6814.24,14,486.7314285714286,14,0
12707.0,603.42,1,603.42,291,1
12708.0,2616.32,16,163.52,29,0
12709.0,9294.1,26,357.4653846153846,2,0
12710.0,1130.57,4,282.6425,96,0
12712.0,4241.63,17,249.50764705882352,22,0
12713.0,848.55,1,848.55,0,0
12714.0,4708.86,5,941.7719999999999,8,0
12715.0,353.86,1,353.86,105,0
12716.0,1053.49,2,526.745,3,0
12717.0,980.98,3,326.99333333333334,150,1
12718.0,238.25,1,238.25,70,0
12719.0,608.1,3,202.70000000000002,4,0
12720.0,5713.28,29,197.00965517241377,2,0
12721.0,2628.98,7,375.56857142857143,31,0
12722.0,904.33,6,150.72166666666666,84,0
12723.0,725.07,5,145.014,3,0
12724.0,1031.41,4,257.8525,4,0
12725.0,427.8,1,427.8,370,1
12726.0,2609.1,7,372.7285714285714,27,0
12727.0,3947.7,9,438.6333333333333,10,0
12728.0,836.33,4,209.0825,70,0
12729.0,453.01,1,453.01,113,0
12731.0,18793.41,14,1342.3864285714285,23,0
12732.0,236.26000000000002,1,236.26000000000002,179,1
12733.0,383.95,1,383.95,233,1
12734.0,110.39999999999999,1,110.39999999999999,352,1
12735.0,779.5699999999999,2,389.78499999999997,314,1
12736.0,234.0,1,234.0,332,1
12738.0,155.35,1,155.35,371,1
12739.0,1013.04,2,506.52,77,0
12740.0,427.6,1,427.6,63,0
12743.0,546.43,2,273.215,133,0
12744.0,9120.39,10,912.039,51,0
12747.0,4196.01,11,381.4554545454546,1,0
12748.0,29072.1,224,129.7861607142857,0,3
12749.0,3868.2,8,483.525,3,0
12750.0,275.88,1,275.88,128,0
12752.0,4366.78,1,4366.78,80,0
12753.0,21024.01,11,1911.2736363636361,3,0
12754.0,2949.12,5,589.824,235,1
12755.0,2203.2,4,550.8,249,1
12756.0,112.07999999999998,1,112.07999999999998,86,0
12757.0,4227.7,19,222.51052631578946,15,0
12758.0,2791.59,2,1395.795,116,0
12759.0,1531.44,3,510.48,51,0
12762.0,1898.52,2,949.26,7,0
12763.0,494.08,2,247.04,137,0
12764.0,1693.88,1,1693.88,316,1
12766.0,6989.63,7,998.5185714285715,3,0
12769.0,1143.6,1,1143.6,238,1
12770.0,1351.45,1,1351.45,210,1
12772.0,892.47,1,892.47,59,0
12775.0,1351.24,6,225.20666666666668,16,0
12778.0,804.23,7,114.89,19,0
12779.0,3868.7,12,322.39166666666665,20,0
12781.0,707.72,5,141.544,20,0
12782.0,2273.32,6,378.8866666666667,4,0
12783.0,1603.87,8,200.48375,1,0
12784.0,574.42,2,287.21,8,0
12785.0,305.71,2,152.855,2,0
12787.0,463.66,3,154.55333333333334,9,0
12789.0,91.85,1,91.85,64,0
12790.0,324.92,1,324.92,191,1
12791.0,192.60000000000002,1,192.60000000000002,373,1
12792.0,400.53999999999996,1,400.53999999999996,256,1
12793.0,545.48,2,272.74,334,1
12794.0,860.41,2,430.205,52,0
12795.0,430.48,1,430.48,18,0
12797.0,194.18,3,64.72666666666667,359,1
12798.0,6977.04,3,2325.68,9,0
12802.0,412.58,2,206.29,183,1
12808.0,483.65000000000003,3,161.21666666666667,36,0
12809.0,484.36,2,242.18,167,1
12811.0,514.85,3,171.61666666666667,260,1
12812.0,229.64000000000001,1,229.64000000000001,44,0
12814.0,125.92,1,125.92,101,0
12815.0,1063.46,2,531.73,147,0
12816.0,572.2,2,286.1,95,0
12817.0,166.04,1,166.04,280,1
12818.0,1517.88,2,758.94,177,1
12820.0,942.34,4,235.585,2,0
12821.0,92.72,1,92.72,213,1
12822.0,918.98,3,306.32666666666665,70,0
12823.0,1759.5,5,351.9,74,0
12824.0,397.12,1,397.12,59,0
12826.0,1468.1200000000001,8,183.51500000000001,2,0
12827.0,430.15000000000003,3,143.38333333333335,5,0
12828.0,1018.71,6,169.785,2,0
12829.0,253.05,3,84.35000000000001,321,1
12830.0,6748.4,7,964.0571428571428,37,0
12831.0,215.05,1,215.05,261,1
12832.0,383.03,2,191.515,31,0
12833.0,417.38,1,417.38,144,1
12834.0,312.38,1,312.38,282,1
12836.0,2612.86,4,653.215,58,0
12837.0,134.1,1,134.1,172,1
12838.0,683.13,2,341.565,33,0
12839.0,5583.62,16,348.97625,2,0
12840.0,2714.27,6,452.37833333333333,143,0
12841.0,3876.4,26,149.09230769230768,4,0
12842.0,1118.99,2,559.495,69,0
12843.0,1680.76,9,186.7511111111111,65,0
12844.0,325.96000000000004,2,162.98000000000002,28,0
12845.0,354.09,4,88.5225,266,1
12847.0,871.54,1,871.54,21,0
12849.0,1050.8899999999999,2,525.4449999999999,30,0
12851.0,135.18,1,135.18,96,0
12852.0,299.75,2,149.875,289,1
12853.0,1881.7,9,209.07777777777778,107,0
12854.0,1289.15,5,257.83000000000004,78,0
12855.0,38.1,1,38.1,372,1
12856.0,2162.68,8,270.335,7,0
12857.0,1106.4,2,553.2,210,1
12863.0,504.2,2,252.1,51,0
12864.0,147.12,1,147.12,137,1
12865.0,1548.07,3,516.0233333333333,25,0
12866.0,559.12,1,559.12,282,1
12867.0,3986.22,10,398.62199999999996,25,0
12868.0,1607.0600000000002,6,267.84333333333336,185,1
12870.0,-14.899999999999999,1,-14.899999999999999,365,1
12871.0,380.64,2,190.32,83,0
12872.0,599.97,2,299.985,326,1
12873.0,374.0,1,374.0,281,1
12875.0,343.2300000000001,2,171.61500000000004,142,1
12876.0,2218.02,2,1109.01,57,0
12877.0,1535.77,12,127.98083333333334,3,0
12878.0,841.64,3,280.5466666666667,17,0
12879.0,552.5699999999999,4,138.14249999999998,44,0
12881.0,298.0,1,298.0,275,1
12882.0,1463.04,2,731.52,8,0
12883.0,703.47,4,175.8675,24,0
12884.0,309.05,1,309.05,87,0
12885.0,1158.27,4,289.5675,62,0
12886.0,1351.09,3,450.3633333333333,67,0
12888.0,313.77,4,78.4425,213,1
12890.0,380.46999999999997,1,380.46999999999997,23,0
12891.0,331.0,3,110.33333333333333,185,1
12893.0,188.14,1,188.14,30,0
12895.0,347.3,3,115.76666666666667,41,0
12897.0,216.5,2,108.25,204,1
12901.0,16293.1,36,452.5861111111111,8,0
12902.0,138.68,1,138.68,264,1
12904.0,509.58,2,254.79,17,0
12906.0,2919.81,5,583.962,11,0
12908.0,246.0,4,61.5,58,0
12909.0,2128.83,8,266.10375,39,0
12910.0,3075.04,8,384.38,22,0
12912.0,1662.3,5,332.46,2,0
12913.0,2483.63,5,496.726,4,0
12915.0,363.65,2,181.825,148,1
12916.0,2982.35,5,596.47,138,0
12917.0,594.0,1,594.0,127,0
12919.0,1301.44,8,162.68,7,0
12920.0,164.23,1,164.23,16,0
12921.0,16389.74,50,327.7948,3,3
12922.0,405.38,1,405.38,160,1
12923.0,176.97,1,176.97,63,0
12924.0,929.95,5,185.99,87,0
12925.0,694.05,2,347.025,4,0
12928.0,2062.7000000000003,5,412.5400000000001,34,0
12929.0,105.1,2,52.55,121,0
12930.0,409.9,4,102.475,77,0
12931.0,33462.81,20,1673.1405,21,0
12933.0,606.28,4,151.57,23,0
12935.0,2156.45,8,269.55625,1,0
12936.0,1012.9,5,202.57999999999998,16,0
12937.0,1504.27,4,376.0675,14,0
12938.0,114.14,1,114.14,25,0
12939.0,11581.8,8,1447.725,63,0
12940.0,876.29,4,219.0725,45,0
12942.0,683.9,3,227.96666666666667,130,0
12943.0,-3.75,1,-3.75,300,1
12944.0,604.51,2,302.255,35,0
12945.0,462.95,1,462.95,287,1
12947.0,1407.29,11,127.93545454545455,143,0
12948.0,2053.7,8,256.7125,15,0
12949.0,4143.02,10,414.302,30,0
12950.0,1843.0,3,614.3333333333334,1,0
12951.0,1042.07,8,130.25875,8,0
12952.0,1382.8400000000001,5,276.56800000000004,5,0
12953.0,329.85,1,329.85,9,0
12955.0,4734.26,14,338.1614285714286,0,0
12956.0,108.07,1,108.07,305,1
12957.0,3979.04,12,331.58666666666664,3,0
12962.0,266.39,2,133.195,6,0
12963.0,1841.03,9,204.55888888888887,7,0
12965.0,771.91,1,771.91,88,0
12966.0,160.18,1,160.18,9,0
12967.0,1194.75,4,298.6875,2,0
12968.0,135.95,1,135.95,111,0
12970.0,452.24,4,113.06,6,0
12971.0,10930.26,89,122.81191011235956,3,3
12974.0,144.8,1,144.8,197,1
12976.0,738.6,1,738.6,211,1
12977.0,39.239999999999995,1,39.239999999999995,155,1
12980.0,7092.06,12,591.005,155,0
12981.0,372.21999999999997,2,186.10999999999999,29,0
12982.0,377.2,2,188.6,239,1
12984.0,97.5,1,97.5,18,0
12985.0,1215.6200000000001,3,405.2066666666667,0,0
12987.0,545.0,3,181.66666666666666,73,0
12988.0,535.32,1,535.32,291,1
12989.0,6854.51,19,360.7636842105263,2,0
12990.0,409.5,3,136.5,30,0
12991.0,503.76,2,251.88,22,0
12993.0,414.76,4,103.69,22,0
12994.0,902.22,5,180.44400000000002,3,0
12995.0,200.72,2,100.36,77,0
12997.0,1197.94,7,171.1342857142857,21,0
12999.0,455.88,3,151.96,195,1
13000.0,534.85,3,178.28333333333333,106,0
13001.0,9797.92,15,653.1946666666666,3,0
13002.0,120.94999999999999,1,120.94999999999999,317,1
13003.0,149.05,3,49.68333333333334,105,0
13004.0,5613.43,22,255.1559090909091,11,0
13005.0,468.95,3,156.31666666666666,173,1
13006.0,81.57,1,81.57,55,0
13008.0,178.46999999999997,2,89.23499999999999,322,1
13011.0,50.550000000000004,1,50.550000000000004,371,1
13012.0,1311.6200000000001,11,119.23818181818183,8,0
13013.0,4786.99,15,319.13266666666664,0,0
13014.0,3365.43,16,210.339375,2,0
13015.0,3346.28,5,669.2560000000001,52,0
13016.0,789.89,3,263.2966666666667,72,0
13017.0,204.0,1,204.0,6,0
13018.0,7272.75,29,250.7844827586207,15,0
13021.0,2584.4,12,215.36666666666667,3,0
13023.0,689.9,2,344.95,63,0
13026.0,936.15,8,117.01875,0,0
13027.0,6912.0,6,1152.0,113,0
13028.0,659.68,3,219.89333333333332,22,0
13029.0,1247.5,3,415.8333333333333,30,0
13030.0,799.48,2,399.74,10,0
13032.0,996.52,3,332.17333333333335,38,0
13033.0,190.55,1,190.55,356,1
13034.0,642.77,2,321.385,54,0
13035.0,886.63,3,295.54333333333335,57,0
13037.0,881.07,3,293.69,137,0
13038.0,908.46,3,302.82,79,0
13040.0,676.99,2,338.495,8,0
13043.0,471.57,2,235.785,253,1
13044.0,560.47,1,560.47,290,1
13045.0,305.28000000000003,1,305.28000000000003,98,0
13046.0,629.31,2,314.655,30,0
13047.0,3079.1,18,171.0611111111111,31,0
13048.0,1805.91,5,361.182,13,0
13049.0,656.6800000000001,2,328.34000000000003,63,0
13050.0,5684.61,28,203.0217857142857,8,0
13052.0,348.15000000000003,1,348.15000000000003,211,1
13055.0,1201.96,4,300.49,63,0
13058.0,271.40000000000003,3,90.46666666666668,24,0
13059.0,183.4,1,183.4,249,1
13060.0,307.53,1,307.53,253,1
13061.0,248.61,1,248.61,71,0
13062.0,346.98,1,346.98,190,1
13064.0,1119.49,4,279.8725,12,0
13065.0,205.86,1,205.86,372,1
13066.0,430.9,3,143.63333333333333,23,0
13067.0,115.46000000000001,1,115.46000000000001,81,0
13068.0,344.0,2,172.0,9,0
13069.0,3717.82,27,137.69703703703703,0,0
13070.0,228.8,1,228.8,191,1
13072.0,177.15,1,177.15,266,1
13075.0,919.61,1,919.61,129,0
13077.0,729.27,4,182.3175,0,0
13078.0,12432.28,43,289.1227906976744,0,0
13079.0,220.10000000000002,5,44.02,3,0
13080.0,58.08,1,58.08,178,1
13081.0,27964.48,21,1331.6419047619047,0,0
13082.0,3595.48,10,359.548,125,0
13083.0,303.75,2,151.875,3,0
13085.0,272.38,3,90.79333333333334,157,1
13089.0,57385.88,118,486.3210169491525,2,3
13090.0,8689.39,18,482.7438888888889,8,0
13091.0,319.82,2,159.91,20,0
13092.0,459.83,6,76.63833333333334,70,0
13093.0,7741.47,13,595.4976923076923,266,1
13094.0,1708.8600000000001,16,106.80375000000001,20,0
13095.0,74.39999999999999,1,74.39999999999999,70,0
13097.0,5893.32,14,420.95142857142855,32,0
13098.0,28658.88,41,698.9970731707317,0,3
13099.0,207.35999999999999,1,207.35999999999999,98,0
13101.0,101.19,1,101.19,233,1
13102.0,6336.29,27,234.6774074074074,0,0
13103.0,243.94,1,243.94,39,0
13104.0,1098.48,6,183.08,2,0
13106.0,59.5,2,29.75,128,0
13107.0,1524.07,5,304.81399999999996,43,0
13108.0,350.06,1,350.06,372,1
13109.0,766.84,5,153.368,2,0
13110.0,1452.8700000000001,8,181.60875000000001,30,0
13113.0,10510.0,40,262.75,0,0
13115.0,2205.63,14,157.54500000000002,8,0
13116.0,485.19,2,242.595,116,0
13117.0,984.91,8,123.11375,21,0
13118.0,1125.0,7,160.71428571428572,19,0
13120.0,30.599999999999998,1,30.599999999999998,238,1
13121.0,254.73,2,127.365,268,1
13122.0,922.39,2,461.195,93,0
13124.0,3866.33,3,1288.7766666666666,89,0
13126.0,2056.29,10,205.629,4,0
13127.0,259.17,1,259.17,77,0
13130.0,64.0,1,64.0,93,0
13131.0,1039.3,4,259.825,22,0
13132.0,77.3,1,77.3,261,1
13133.0,109.8,2,54.9,273,1
13134.0,1740.63,7,248.6614285714286,72,0
13135.0,3096.0,1,3096.0,196,0
13136.0,2545.38,11,231.39818181818183,49,0
13137.0,3605.08,9,400.56444444444446,10,0
13138.0,962.39,6,160.39833333333334,21,0
13139.0,5055.79,8,631.97375,15,0
13140.0,423.72,3,141.24,107,0
13141.0,2385.8,6,397.6333333333334,84,0
13142.0,307.09,1,307.09,18,0
13144.0,110.95,1,110.95,332,1
13145.0,614.77,5,122.954,39,0
13146.0,228.91,1,228.91,25,0
13147.0,712.8000000000001,4,178.20000000000002,9,0
13148.0,3348.48,17,196.96941176470588,28,0
13149.0,1676.06,4,419.015,13,0
13151.0,1250.3700000000001,2,625.1850000000001,202,1
13153.0,486.22,1,486.22,5,0
13154.0,-611.86,1,-611.86,143,1
13155.0,971.76,4,242.94,32,0
13157.0,1721.57,5,344.31399999999996,48,0
13158.0,1201.06,4,300.265,94,0
13159.0,1379.75,5,275.95,8,0
13160.0,91.8,1,91.8,21,0
13161.0,112.75,1,112.75,312,1
13162.0,1644.99,5,328.998,121,0
13165.0,1021.48,2,510.74,45,0
13166.0,414.7,2,207.35,281,1
13167.0,791.33,4,197.8325,18,0
13168.0,1310.14,5,262.028,35,0
13169.0,712.88,2,356.44,63,0
13170.0,116.00999999999999,1,116.00999999999999,26,0
13171.0,426.81,5,85.362,7,0
13173.0,353.65,2,176.825,3,0
13174.0,2817.03,3,939.0100000000001,15,0
13176.0,492.84,1,492.84,45,0
13177.0,282.45,1,282.45,64,0
13178.0,5725.47,11,520.4972727272727,25,0
13182.0,121.18,1,121.18,44,0
13183.0,3957.78,9,439.75333333333333,7,0
13184.0,1648.79,12,137.39916666666667,14,0
13185.0,71.4,1,71.4,267,1
13186.0,1539.69,5,307.938,39,0
13187.0,236.02,1,236.02,336,1
