CustomerID,TotalSpend,NumOrders,AvgOrderValue,RecencyDays,Cluster,RFM_Label,CLV,Churn_Risk
12506.0,73.5,1,73.5,232,1,Other,73.5,True
12507.0,1258.06,4,314.515,133,0,Other,1258.06,False
12508.0,398.27,2,199.135,25,0,Other,398.27,False
12509.0,176.5,1,176.5,283,1,Other,176.5,True
12510.0,982.57,2,491.285,142,0,Other,982.57,False
12512.0,138.03,2,69.015,65,0,Other,138.03,False
12513.0,586.79,2,293.395,84,0,Other,586.79,False
12514.0,1017.68,1,1017.68,266,1,Other,1017.68,True
12515.0,383.7,1,383.7,352,1,Other,383.7,True
12516.0,1312.06,2,656.03,77,0,Other,1312.06,False
12517.0,2464.89,6,410.815,27,0,Other,2464.89,False
12518.0,2056.89,5,411.378,0,0,Other,2056.89,False
12519.0,340.84,1,340.84,63,0,Other,340.84,False
12520.0,2582.51,6,430.41833333333335,78,0,Other,2582.51,False
12521.0,599.68,1,599.68,142,0,Other,599.68,False
12522.0,192.72,2,96.36,38,0,Other,192.72,False
12523.0,1745.57,13,134.27461538461537,1,0,"High Value, Frequent, Recent",1745.57,False
12524.0,4485.72,8,560.715,8,0,"High Value, Frequent, Recent",4485.72,False
12526.0,1316.66,3,438.8866666666667,0,0,Other,1316.66,False
12527.0,348.71000000000004,3,116.23666666666668,81,0,Other,348.71000000000004,False
12528.0,1922.28,8,240.285,8,0,"High Value, Frequent, Recent",1922.28,False
12530.0,1623.63,5,324.726,59,0,Other,1623.63,False
12531.0,125.22,1,125.22,14,0,Other,125.22,False
12532.0,349.83000000000004,1,349.83000000000004,29,0,Other,349.83000000000004,False
12534.0,1089.18,1,1089.18,130,0,Other,1089.18,False
12535.0,716.35,2,358.175,91,0,Other,716.35,False
12536.0,4106.82,5,821.3639999999999,7,0,Other,4106.82,False
12538.0,363.95,1,363.95,28,0,Other,363.95,False
12539.0,3852.5,5,770.5,21,0,Other,3852.5,False
12540.0,13309.04,19,700.4757894736841,19,0,Other,13309.039999999999,False
12541.0,981.18,3,327.06,29,0,Other,981.1800000000001,False
12544.0,355.7,2,177.85,29,0,Other,355.7,False
12545.0,1000.39,2,500.195,74,0,Other,1000.39,False
12546.0,1141.5,3,380.5,46,0,Other,1141.5,False
12547.0,207.8,2,103.9,197,1,Other,207.8,True
12548.0,95.2,1,95.2,165,1,Other,95.2,True
12550.0,964.83,1,964.83,78,0,Other,964.83,False
12551.0,168.0,1,168.0,357,1,Other,168.0,True
12552.0,437.82,2,218.91,38,0,Other,437.82,False
12553.0,3652.25,14,260.875,7,0,"High Value, Frequent, Recent",3652.25,False
12556.0,603.71,2,301.855,49,0,Other,603.71,False
12557.0,11990.96,5,2398.192,15,0,Other,11990.96,False
12558.0,1.0658141036401504e-14,2,5.3290705182007506e-15,1,0,Other,1.0658141036401501e-14,False
12559.0,536.21,3,178.73666666666668,310,1,Other,536.21,True
12560.0,2101.39,4,525.3475,4,0,Other,2101.39,False
12561.0,238.85,1,238.85,302,1,Other,238.85,True
12562.0,3781.74,7,540.2485714285715,7,0,"High Value, Frequent, Recent",3781.7400000000007,False
12564.0,456.9,1,456.9,260,1,Other,456.9,True
12565.0,131.17,2,65.585,281,1,Other,131.17,True
12566.0,346.7,2,173.35,72,0,Other,346.7,False
12567.0,9114.94,11,828.6309090909091,22,0,Other,9114.94,False
12569.0,4064.99,35,116.14257142857144,1,0,"High Value, Frequent, Recent",4064.9900000000007,False
12571.0,519.61,2,259.805,39,0,Other,519.61,False
12572.0,1004.72,3,334.9066666666667,8,0,Other,1004.72,False
12573.0,160.54000000000002,1,160.54000000000002,226,1,Other,160.54000000000002,True
12574.0,218.45,1,218.45,315,1,Other,218.45,True
12576.0,1306.98,6,217.83,35,0,Other,1306.98,False
12577.0,595.4,4,148.85,34,0,Other,595.4,False
12578.0,2753.36,4,688.34,20,0,Other,2753.36,False
12579.0,410.72,3,136.90666666666667,72,0,Other,410.72,False
12580.0,415.7,1,415.7,246,1,Other,415.7,True
12581.0,197.71,1,197.71,39,0,Other,197.71,False
12582.0,511.36,2,255.68,238,1,Other,511.36,True
12583.0,7187.34,18,399.2966666666667,2,0,"High Value, Frequent, Recent",7187.34,False
12584.0,1893.95,18,105.21944444444443,3,0,"High Value, Frequent, Recent",1893.9499999999998,False
12585.0,1982.81,4,495.7025,233,1,Other,1982.81,True
12586.0,179.94000000000003,2,89.97000000000001,16,0,Other,179.94000000000003,False
12587.0,144.0,1,144.0,7,0,Other,144.0,False
12588.0,214.9,1,214.9,38,0,Other,214.9,False
12589.0,646.68,2,323.34,28,0,Other,646.68,False
12590.0,9861.38,3,3287.1266666666666,189,0,Other,9861.38,True
12591.0,452.85,1,452.85,316,1,Other,452.85,True
12592.0,437.6,2,218.8,91,0,Other,437.6,False
12593.0,418.1,3,139.36666666666665,108,0,Other,418.0999999999999,False
12594.0,3320.2200000000003,11,301.83818181818185,37,0,Other,3320.2200000000003,False
12596.0,618.27,2,309.135,50,0,Other,618.27,False
12597.0,3683.13,5,736.626,18,0,Other,3683.13,False
12598.0,3002.68,9,333.63111111111107,9,0,"High Value, Frequent, Recent",3002.6799999999994,False
12599.0,1032.58,7,147.51142857142855,28,0,Other,1032.58,False
12600.0,2581.04,11,234.64,28,0,Other,2581.04,False
12601.0,569.5600000000001,6,94.92666666666668,189,1,Other,569.5600000000001,True
12602.0,153.12,1,153.12,58,0,Other,153.12,False
12603.0,739.1999999999999,1,739.1999999999999,21,0,Other,739.1999999999999,False
12604.0,254.18,2,127.09,78,0,Other,254.18,False
12605.0,-7.5,1,-7.5,364,1,Other,-7.5,True
12607.0,3.552713678800501e-15,2,1.7763568394002505e-15,57,0,Other,3.552713678800501e-15,False
12609.0,1126.85,3,375.6166666666666,77,0,Other,1126.85,False
12610.0,2057.99,7,293.9985714285714,22,0,Other,2057.99,False
12611.0,1193.32,1,1193.32,51,0,Other,1193.32,False
12612.0,643.59,2,321.795,57,0,Other,643.59,False
12613.0,3218.98,6,536.4966666666667,30,0,Other,3218.98,False
12614.0,315.6,1,315.6,277,1,Other,315.6,True
12615.0,2291.19,4,572.7975,1,0,Other,2291.19,False
12616.0,657.25,5,131.45,84,0,Other,657.25,False
12617.0,355.53,1,355.53,28,0,Other,355.53,False
12618.0,177.31,1,177.31,21,0,Other,177.31,False
12619.0,3214.81,13,247.2930769230769,15,0,"High Value, Frequent, Recent",3214.81,False
12620.0,1339.41,3,446.47,14,0,Other,1339.41,False
12621.0,13612.07,23,591.8291304347825,1,0,"High Value, Frequent, Recent",13612.069999999998,False
12622.0,180.1,1,180.1,231,1,Other,180.1,True
12623.0,305.1,1,305.1,275,1,Other,305.1,True
12624.0,641.13,2,320.565,105,0,Other,641.13,False
12625.0,2614.32,3,871.44,211,1,Other,2614.32,True
12626.0,6388.35,13,491.4115384615385,22,0,Other,6388.35,False
12627.0,4478.53,7,639.79,10,0,"High Value, Frequent, Recent",4478.53,False
12628.0,769.61,4,192.4025,3,0,Other,769.61,False
12630.0,1270.88,2,635.44,9,0,Other,1270.88,False
12631.0,640.5,1,640.5,56,0,Other,640.5,False
12633.0,2140.63,5,428.126,58,0,Other,2140.63,False
12635.0,1689.18,2,844.59,89,0,Other,1689.18,False
12637.0,5953.25,10,595.325,66,0,Other,5953.25,False
12638.0,671.69,1,671.69,32,0,Other,671.69,False
12639.0,486.1,1,486.1,238,1,Other,486.1,True
12640.0,1174.58,3,391.52666666666664,23,0,Other,1174.58,False
12641.0,185.9,1,185.9,114,0,Other,185.9,False
12642.0,1013.26,3,337.75333333333333,24,0,Other,1013.26,False
12643.0,3344.64,6,557.4399999999999,127,0,Other,3344.6399999999994,False
12644.0,477.91,1,477.91,129,0,Other,477.91,False
12645.0,1755.38,5,351.076,33,0,Other,1755.38,False
12646.0,1346.97,2,673.485,4,0,Other,1346.97,False
12647.0,3669.92,13,282.3015384615385,21,0,Other,3669.92,False
12648.0,318.05,1,318.05,154,1,Other,318.05,True
12649.0,603.71,4,150.9275,106,0,Other,603.71,False
12650.0,314.44,1,314.44,2,0,Other,314.44,False
12651.0,114.0,1,114.0,334,1,Other,114.0,True
12652.0,914.53,2,457.265,321,1,Other,914.53,True
12653.0,2209.85,2,1104.925,148,0,Other,2209.85,True
12654.0,601.98,5,120.396,10,0,Other,601.98,False
12656.0,3982.72,8,497.84,16,0,Other,3982.72,False
12657.0,1152.06,5,230.412,10,0,Other,1152.06,False
12658.0,686.05,1,686.05,18,0,Other,686.05,False
12659.0,91.68,1,91.68,29,0,Other,91.68,False
12660.0,245.1,1,245.1,10,0,Other,245.1,False
12662.0,3817.08,12,318.09,0,0,"High Value, Frequent, Recent",3817.08,False
12664.0,4863.88,10,486.388,7,0,"High Value, Frequent, Recent",4863.88,False
12665.0,61.75,2,30.875,324,1,Other,61.75,True
12666.0,-227.44,1,-227.44,358,1,Other,-227.44,True
12667.0,620.13,1,620.13,57,0,Other,620.13,False
12668.0,3743.18,6,623.8633333333333,6,0,"High Value, Frequent, Recent",3743.1800000000003,False
12669.0,1607.73,4,401.9325,150,1,Other,1607.73,True
12670.0,2986.15,6,497.69166666666666,9,0,"High Value, Frequent, Recent",2986.15,False
12672.0,225.9,1,225.9,329,1,Other,225.9,True
12673.0,610.52,2,305.26,4,0,Other,610.52,False
12674.0,1919.31,7,274.1871428571429,11,0,"High Value, Frequent, Recent",1919.3100000000002,False
12676.0,1331.39,6,221.89833333333337,24,0,Other,1331.3900000000003,False
12678.0,17588.26,13,1352.943076923077,41,0,Other,17588.26,False
12679.0,1058.67,9,117.63,51,0,Other,1058.67,False
12680.0,862.81,4,215.7025,0,0,Other,862.81,False
12681.0,13677.59,27,506.5774074074074,14,0,"High Value, Frequent, Recent",13677.59,False
12682.0,12288.22,31,396.3941935483871,3,0,"High Value, Frequent, Recent",12288.22,False
12683.0,8221.09,20,411.0545,3,0,"High Value, Frequent, Recent",8221.09,False
12684.0,2283.63,7,326.23285714285714,7,0,"High Value, Frequent, Recent",2283.63,False
12685.0,2863.08,6,477.18,27,0,Other,2863.08,False
12686.0,89.14,1,89.14,371,1,Other,89.14,True
12688.0,4873.8099999999995,1,4873.8099999999995,113,0,Other,4873.8099999999995,False
12689.0,1247.61,2,623.805,25,0,Other,1247.61,False
12690.0,389.01,1,389.01,205,1,Other,389.01,True
12691.0,1035.8,6,172.63333333333333,27,0,Other,1035.8,False
12693.0,830.96,6,138.49333333333334,120,0,Other,830.96,False
12694.0,869.67,2,434.835,69,0,Other,869.67,False
12695.0,582.1,4,145.525,6,0,Other,582.1,False
12697.0,939.02,5,187.804,20,0,Other,939.02,False
12700.0,4867.99,6,811.3316666666666,7,0,"High Value, Frequent, Recent",4867.99,False
12701.0,797.71,2,398.855,79,0,Other,797.71,False
12702.0,219.0,1,219.0,19,0,Other,219.0,False
12703.0,274.7,2,137.35,63,0,Other,274.7,False
12704.0,2220.84,10,222.084,6,0,"High Value, Frequent, Recent",2220.84,False
12705.0,6814.24,14,486.7314285714286,14,0,"High Value, Frequent, Recent",6814.24,False
12707.0,603.42,1,603.42,291,1,Other,603.42,True
12708.0,2616.32,16,163.52,29,0,Other,2616.32,False
12709.0,9294.1,26,357.4653846153846,2,0,"High Value, Frequent, Recent",9294.1,False
12710.0,1130.57,4,282.6425,96,0,Other,1130.57,False
12712.0,4241.63,17,249.50764705882352,22,0,Other,4241.63,False
12713.0,848.55,1,848.55,0,0,Other,848.55,False
12714.0,4708.86,5,941.772,8,0,Other,4708.860000000001,False
12715.0,353.86,1,353.86,105,0,Other,353.86,False
12716.0,1053.49,2,526.745,3,0,Other,1053.49,False
12717.0,980.98,3,326.99333333333334,150,1,Other,980.98,True
12718.0,238.25,1,238.25,70,0,Other,238.25,False
12719.0,608.1,3,202.7,4,0,Other,608.0999999999999,False
12720.0,5713.28,29,197.00965517241377,2,0,"High Value, Frequent, Recent",5713.28,False
12721.0,2628.98,7,375.56857142857143,31,0,Other,2628.98,False
12722.0,904.33,6,150.72166666666666,84,0,Other,904.3299999999999,False
12723.0,725.07,5,145.014,3,0,Other,725.07,False
12724.0,1031.41,4,257.8525,4,0,Other,1031.41,False
12725.0,427.8,1,427.8,370,1,Other,427.8,True
12726.0,2609.1,7,372.7285714285714,27,0,Other,2609.1,False
12727.0,3947.7,9,438.6333333333333,10,0,"High Value, Frequent, Recent",3947.7,False
12728.0,836.33,4,209.0825,70,0,Other,836.33,False
12729.0,453.01,1,453.01,113,0,Other,453.01,False
12731.0,18793.41,14,1342.3864285714285,23,0,Other,18793.41,False
12732.0,236.26,1,236.26,179,1,Other,236.26,True
12733.0,383.95,1,383.95,233,1,Other,383.95,True
12734.0,110.4,1,110.4,352,1,Other,110.4,True
12735.0,779.5699999999999,2,389.785,314,1,Other,779.57,True
12736.0,234.0,1,234.0,332,1,Other,234.0,True
12738.0,155.35,1,155.35,371,1,Other,155.35,True
12739.0,1013.04,2,506.52,77,0,Other,1013.04,False
12740.0,427.6,1,427.6,63,0,Other,427.6,False
12743.0,546.43,2,273.215,133,0,Other,546.43,False
12744.0,9120.39,10,912.039,51,0,Other,9120.39,False
12747.0,4196.01,11,381.4554545454546,1,0,"High Value, Frequent, Recent",4196.01,False
12748.0,29072.1,224,129.7861607142857,0,3,"High Value, Frequent, Recent",29072.1,False
12749.0,3868.2,8,483.525,3,0,"High Value, Frequent, Recent",3868.2,False
12750.0,275.88,1,275.88,128,0,Other,275.88,False
12752.0,4366.78,1,4366.78,80,0,Other,4366.78,False
12753.0,21024.01,11,1911.273636363636,3,0,"High Value, Frequent, Recent",21024.009999999995,False
12754.0,2949.12,5,589.824,235,1,Other,2949.12,True
12755.0,2203.2,4,550.8,249,1,Other,2203.2,True
12756.0,112.07999999999998,1,112.07999999999998,86,0,Other,112.07999999999998,False
12757.0,4227.7,19,222.51052631578943,15,0,"High Value, Frequent, Recent",4227.699999999999,False
12758.0,2791.59,2,1395.795,116,0,Other,2791.59,False
12759.0,1531.44,3,510.48,51,0,Other,1531.44,False
12762.0,1898.52,2,949.26,7,0,Other,1898.52,False
12763.0,494.08,2,247.04,137,0,Other,494.08,False
12764.0,1693.88,1,1693.88,316,1,Other,1693.88,True
12766.0,6989.63,7,998.5185714285716,3,0,"High Value, Frequent, Recent",6989.630000000001,False
12769.0,1143.6,1,1143.6,238,1,Other,1143.6,True
12770.0,1351.45,1,1351.45,210,1,Other,1351.45,True
12772.0,892.47,1,892.47,59,0,Other,892.47,False
12775.0,1351.24,6,225.20666666666668,16,0,Other,1351.24,False
12778.0,804.23,7,114.89,19,0,Other,804.23,False
12779.0,3868.7,12,322.39166666666665,20,0,Other,3868.7,False
12781.0,707.72,5,141.544,20,0,Other,707.72,False
12782.0,2273.32,6,378.8866666666667,4,0,"High Value, Frequent, Recent",2273.32,False
12783.0,1603.87,8,200.48375,1,0,Other,1603.87,False
12784.0,574.42,2,287.21,8,0,Other,574.42,False
12785.0,305.71,2,152.855,2,0,Other,305.71,False
12787.0,463.66,3,154.55333333333334,9,0,Other,463.66,False
12789.0,91.85,1,91.85,64,0,Other,91.85,False
12790.0,324.92,1,324.92,191,1,Other,324.92,True
12791.0,192.6,1,192.6,373,1,Other,192.6,True
12792.0,400.54,1,400.54,256,1,Other,400.54,True
12793.0,545.48,2,272.74,334,1,Other,545.48,True
12794.0,860.41,2,430.205,52,0,Other,860.41,False
12795.0,430.48,1,430.48,18,0,Other,430.48,False
12797.0,194.18,3,64.72666666666667,359,1,Other,194.18,True
12798.0,6977.04,3,2325.68,9,0,Other,6977.039999999999,False
12802.0,412.58,2,206.29,183,1,Other,412.58,True
12808.0,483.65,3,161.21666666666667,36,0,Other,483.65,False
12809.0,484.36,2,242.18,167,1,Other,484.36,True
12811.0,514.85,3,171.61666666666667,260,1,Other,514.85,True
12812.0,229.64,1,229.64,44,0,Other,229.64,False
12814.0,125.92,1,125.92,101,0,Other,125.92,False
12815.0,1063.46,2,531.73,147,0,Other,1063.46,True
12816.0,572.2,2,286.1,95,0,Other,572.2,False
12817.0,166.04,1,166.04,280,1,Other,166.04,True
12818.0,1517.88,2,758.94,177,1,Other,1517.88,True
12820.0,942.34,4,235.585,2,0,Other,942.34,False
12821.0,92.72,1,92.72,213,1,Other,92.72,True
12822.0,918.98,3,306.32666666666665,70,0,Other,918.98,False
12823.0,1759.5,5,351.9,74,0,Other,1759.5,False
12824.0,397.12,1,397.12,59,0,Other,397.12,False
12826.0,1468.12,8,183.515,2,0,Other,1468.12,False
12827.0,430.15,3,143.38333333333335,5,0,Other,430.1500000000001,False
12828.0,1018.71,6,169.785,2,0,Other,1018.71,False
12829.0,253.05,3,84.35000000000001,321,1,Other,253.05,True
12830.0,6748.4,7,964.0571428571428,37,0,Other,6748.4,False
12831.0,215.05,1,215.05,261,1,Other,215.05,True
12832.0,383.03,2,191.515,31,0,Other,383.03,False
12833.0,417.38,1,417.38,144,1,Other,417.38,True
12834.0,312.38,1,312.38,282,1,Other,312.38,True
12836.0,2612.86,4,653.215,58,0,Other,2612.86,False
12837.0,134.1,1,134.1,172,1,Other,134.1,True
12838.0,683.13,2,341.565,33,0,Other,683.13,False
12839.0,5583.62,16,348.97625,2,0,"High Value, Frequent, Recent",5583.62,False
12840.0,2714.27,6,452.3783333333334,143,0,Other,2714.2700000000004,True
12841.0,3876.4,26,149.09230769230768,4,0,"High Value, Frequent, Recent",3876.3999999999996,False
12842.0,1118.99,2,559.495,69,0,Other,1118.99,False
12843.0,1680.76,9,186.7511111111111,65,0,Other,1680.76,False
12844.0,325.96000000000004,2,162.98000000000002,28,0,Other,325.96000000000004,False
12845.0,354.09,4,88.5225,266,1,Other,354.09,True
12847.0,871.54,1,871.54,21,0,Other,871.54,False
12849.0,1050.89,2,525.4449999999999,30,0,Other,1050.8899999999999,False
12851.0,135.18,1,135.18,96,0,Other,135.18,False
12852.0,299.75,2,149.875,289,1,Other,299.75,True
12853.0,1881.7,9,209.07777777777775,107,0,Other,1881.6999999999998,False
12854.0,1289.15,5,257.83000000000004,78,0,Other,1289.15,False
12855.0,38.1,1,38.1,372,1,Other,38.1,True
12856.0,2162.68,8,270.335,7,0,"High Value, Frequent, Recent",2162.68,False
12857.0,1106.4,2,553.2,210,1,Other,1106.4,True
12863.0,504.2,2,252.1,51,0,Other,504.2,False
12864.0,147.12,1,147.12,137,1,Other,147.12,False
12865.0,1548.07,3,516.0233333333333,25,0,Other,1548.07,False
12866.0,559.12,1,559.12,282,1,Other,559.12,True
12867.0,3986.22,10,398.622,25,0,Other,3986.2200000000003,False
12868.0,1607.0600000000002,6,267.84333333333336,185,1,Other,1607.0600000000002,True
12870.0,-14.9,1,-14.9,365,1,Other,-14.9,True
12871.0,380.64,2,190.32,83,0,Other,380.64,False
12872.0,599.97,2,299.985,326,1,Other,599.97,True
12873.0,374.0,1,374.0,281,1,Other,374.0,True
12875.0,343.2300000000001,2,171.61500000000004,142,1,Other,343.2300000000001,False
12876.0,2218.02,2,1109.01,57,0,Other,2218.02,False
12877.0,1535.77,12,127.98083333333334,3,0,Other,1535.77,False
12878.0,841.64,3,280.5466666666667,17,0,Other,841.6400000000001,False
12879.0,552.5699999999999,4,138.14249999999998,44,0,Other,552.5699999999999,False
12881.0,298.0,1,298.0,275,1,Other,298.0,True
12882.0,1463.04,2,731.52,8,0,Other,1463.04,False
